id,name,city,studytime,failures,absences,Medu,Fedu,G1,G2,G3
23A91A8877,Sneha Jani,Vijayawada,4,0,14,1,3,74,75,77
23A91A8878,Ali Mishra,Ahmedabad,1,2,11,4,1,56,58,61
23A91A8879,Roshan Desai,Kolkata,3,2,10,4,4,40,39,38
23A91A8880,Roshan Choudhary,Ahmedabad,4,2,11,2,3,70,65,64
23A91A8881,Sneha Desai,Chennai,1,3,15,0,0,45,44,43
23A91A8882,Roshan Jani,Jaipur,1,2,4,0,4,50,50,48
23A91A8883,Neha Khan,Pune,3,0,7,3,1,64,65,65
23A91A8884,Ali Mishra,Vijayawada,3,0,1,1,3,46,41,38
23A91A8885,Anil Patel,Delhi,4,0,7,2,4,88,86,83
23A91A8886,Fatima Jani,Chennai,2,2,10,3,3,51,50,47
23A91A8887,Roshan Patel,Ahmedabad,4,3,19,0,3,93,91,88
23A91A8888,Ravi Verma,Chennai,4,0,11,2,1,79,83,87
23A91A8889,Anil Jani,Bangalore,1,0,7,1,3,65,68,67
23A91A8890,Neha Mishra,Bangalore,4,0,14,2,3,42,42,40
23A91A8891,Sneha Jani,Bangalore,4,0,14,0,3,68,72,74
23A91A8892,Divya Patel,Vijayawada,4,1,1,3,3,55,53,57
23A91A8893,Neha Reddy,Vijayawada,4,3,14,2,4,72,69,71
23A91A8894,Ali Jani,Bangalore,1,1,2,4,3,48,46,45
23A91A8895,Neha Choudhary,Jaipur,2,0,10,1,3,83,80,75
23A91A8896,Ravi Mishra,Hyderabad,1,1,20,2,2,77,78,75
23A91A8897,Fatima Reddy,Pune,1,2,17,2,2,77,82,87
23A91A8898,Kiran Sharma,Hyderabad,4,1,16,1,0,91,94,96
23A91A8899,Neha Joshi,Jaipur,2,0,10,3,4,91,89,94
23A91A8900,Ravi Mishra,Pune,2,3,12,3,4,85,83,86
23A91A8901,Roshan Desai,Chennai,2,3,5,3,3,71,69,65
23A91A8902,Rahul Joshi,Delhi,1,3,9,0,0,73,76,71
23A91A8903,Kiran Mishra,Kolkata,3,2,7,2,2,65,69,66
23A91A8904,Fatima Patel,Chennai,2,2,17,4,3,89,94,94
23A91A8905,Ali Khan,Chennai,2,1,10,2,3,79,78,78
23A91A8906,Kiran Choudhary,Jaipur,4,3,19,1,0,40,38,38
23A91A8907,Fatima Khan,Ahmedabad,1,1,0,0,4,82,83,83
23A91A8908,Kiran Choudhary,Chennai,1,2,9,3,2,72,68,69
23A91A8909,Rahul Joshi,Chennai,1,3,18,0,2,65,64,64
23A91A8910,Fatima Choudhary,Vijayawada,2,2,16,0,1,95,93,94
23A91A8911,Divya Desai,Chennai,4,3,14,0,1,81,79,81
23A91A8912,Fatima Patel,Chennai,2,0,2,0,4,63,62,63
23A91A8913,Rahul Jani,Vijayawada,1,2,11,4,0,48,45,50
23A91A8914,Roshan Desai,Pune,2,0,0,4,3,90,89,94
23A91A8915,Divya Reddy,Delhi,1,0,14,4,3,94,92,96
23A91A8916,Sneha Verma,Chennai,3,2,2,4,2,68,67,66
23A91A8917,Kiran Reddy,Kolkata,2,1,0,4,0,89,94,95
23A91A8918,Ravi Joshi,Jaipur,1,1,0,1,3,47,43,39
23A91A8919,Ali Reddy,Jaipur,2,3,14,3,1,72,67,71
23A91A8920,Sneha Sharma,Pune,3,2,9,3,2,85,81,84
23A91A8921,Roshan Khan,Vijayawada,4,2,11,4,2,58,63,63
23A91A8922,Neha Khan,Jaipur,2,1,14,0,1,50,45,44
23A91A8923,Kiran Khan,Pune,4,0,7,1,0,50,55,54
23A91A8924,Ravi Jani,Chennai,4,2,19,4,4,75,77,81
23A91A8925,Rahul Patel,Vijayawada,3,1,2,1,0,72,72,67
23A91A8926,Divya Verma,Pune,4,3,20,1,1,88,90,85
23A91A8927,Kiran Choudhary,Chennai,4,1,18,3,0,78,76,73
23A91A8928,Roshan Reddy,Pune,1,3,13,3,1,58,60,62
23A91A8929,Sneha Sharma,Mumbai,1,1,16,3,4,56,53,48
23A91A8930,Divya Patel,Vijayawada,4,2,5,3,1,78,79,82
23A91A8931,Rahul Jani,Chennai,3,0,15,4,4,56,53,56
23A91A8932,Anil Joshi,Hyderabad,4,2,14,3,2,54,51,55
23A91A8933,Ravi Joshi,Pune,4,3,8,1,2,60,64,69
23A91A8934,Rahul Patel,Mumbai,3,1,7,3,4,61,65,61
23A91A8935,Fatima Khan,Mumbai,2,3,4,1,2,90,94,97
23A91A8936,Kiran Jani,Vijayawada,1,3,9,1,4,56,53,50
23A91A8937,Ali Khan,Pune,1,1,18,3,2,58,62,57
23A91A8938,Ali Choudhary,Pune,2,1,15,0,3,60,59,56
23A91A8939,Ravi Patel,Vijayawada,1,1,10,1,2,75,77,75
23A91A8940,Roshan Reddy,Jaipur,1,2,5,2,3,79,81,85
23A91A8941,Neha Desai,Mumbai,1,0,7,0,0,40,36,36
23A91A8942,Neha Sharma,Chennai,3,3,20,2,1,68,67,63
23A91A8943,Divya Joshi,Ahmedabad,3,2,13,3,0,41,43,47
23A91A8944,Ali Khan,Pune,2,1,20,1,0,73,75,80
23A91A8945,Anil Khan,Bangalore,3,2,0,3,0,43,45,43
23A91A8946,Kiran Khan,Jaipur,3,1,10,1,1,76,80,84
23A91A8947,Divya Mishra,Delhi,4,0,12,3,2,78,74,74
23A91A8948,Anil Sharma,Pune,1,0,14,1,1,84,84,84
23A91A8949,Sneha Khan,Vijayawada,2,1,5,3,4,55,57,59
23A91A8950,Ravi Desai,Ahmedabad,1,0,16,4,2,50,52,51
23A91A8951,Fatima Desai,Chennai,4,2,0,3,1,86,91,92
23A91A8952,Ali Joshi,Chennai,4,1,9,3,4,83,84,84
23A91A8953,Ali Joshi,Jaipur,1,2,7,1,1,83,79,81
23A91A8954,Rahul Joshi,Chennai,4,1,8,2,3,40,36,39
23A91A8955,Rahul Desai,Delhi,3,3,6,4,0,40,40,36
23A91A8956,Kiran Patel,Delhi,1,2,8,2,2,91,87,87
23A91A8957,Neha Sharma,Mumbai,2,1,0,0,3,57,57,55
23A91A8958,Roshan Patel,Ahmedabad,4,3,7,0,2,79,81,78
23A91A8959,Ali Khan,Ahmedabad,1,2,16,2,1,66,61,66
23A91A8960,Anil Reddy,Jaipur,2,3,11,0,2,70,67,68
23A91A8961,Ali Choudhary,Jaipur,4,2,7,2,0,49,46,45
23A91A8962,Anil Choudhary,Bangalore,2,0,11,4,2,87,83,84
23A91A8963,Anil Sharma,Kolkata,2,2,18,2,3,51,52,52
23A91A8964,Ali Reddy,Pune,4,3,5,0,2,84,89,89
23A91A8965,Ali Verma,Mumbai,3,1,16,3,2,50,54,54
23A91A8966,Neha Reddy,Pune,3,3,20,2,2,41,40,38
23A91A8967,Fatima Khan,Hyderabad,3,0,1,0,1,89,86,91
23A91A8968,Fatima Reddy,Hyderabad,2,3,7,2,3,67,67,67
23A91A8969,Anil Reddy,Ahmedabad,4,2,20,2,1,78,74,70
23A91A8970,Sneha Verma,Pune,3,2,8,1,1,75,72,67
23A91A8971,Sneha Mishra,Mumbai,1,3,4,2,4,84,79,75
23A91A8972,Kiran Reddy,Jaipur,3,1,1,1,2,78,78,79
23A91A8973,Kiran Sharma,Vijayawada,4,2,12,4,2,87,91,96
23A91A8974,Kiran Desai,Kolkata,2,3,19,1,4,95,92,97
23A91A8975,Rahul Reddy,Chennai,2,0,8,2,0,54,59,55
23A91A8976,Anil Choudhary,Hyderabad,3,0,20,2,2,42,44,49
23A91A8977,Anil Khan,Ahmedabad,2,3,16,1,1,47,49,48
23A91A8978,Rahul Joshi,Mumbai,4,1,6,0,2,77,82,85
23A91A8979,Kiran Mishra,Chennai,2,0,4,4,1,72,73,75
23A91A8980,Ravi Patel,Ahmedabad,3,1,3,3,1,80,84,79
23A91A8981,Divya Sharma,Ahmedabad,4,0,5,2,0,63,66,62
23A91A8982,Anil Verma,Mumbai,4,3,7,0,0,46,43,39
23A91A8983,Ali Reddy,Mumbai,1,0,14,1,1,71,66,71
23A91A8984,Neha Choudhary,Bangalore,4,0,2,4,3,73,72,68
23A91A8985,Ravi Reddy,Hyderabad,4,3,2,2,2,46,45,45
23A91A8986,Neha Verma,Kolkata,4,1,7,2,2,40,45,47
23A91A8987,Roshan Mishra,Pune,4,1,17,4,1,42,47,44
23A91A8988,Neha Verma,Chennai,3,2,11,3,4,84,87,89
23A91A8989,Neha Joshi,Vijayawada,3,2,11,0,3,44,46,43
23A91A8990,Sneha Joshi,Pune,1,2,2,1,0,72,76,79
23A91A8991,Neha Patel,Kolkata,2,1,4,0,3,92,91,90
23A91A8992,Kiran Mishra,Mumbai,2,0,3,4,4,75,72,67
23A91A8993,Ali Patel,Kolkata,1,1,8,2,1,80,75,75
23A91A8994,Divya Mishra,Mumbai,4,1,3,4,2,68,72,70
23A91A8995,Fatima Jani,Vijayawada,4,0,9,0,4,79,84,87
23A91A8996,Anil Patel,Vijayawada,2,2,5,3,0,56,57,61
23A91A8997,Ravi Mishra,Jaipur,4,0,13,2,4,85,82,80
23A91A8998,Sneha Jani,Hyderabad,3,2,6,2,1,74,76,77
23A91A8999,Neha Verma,Chennai,1,2,20,0,3,72,77,82
23A91A9000,Ali Sharma,Mumbai,2,2,8,1,2,64,68,63
23A91A9001,Fatima Patel,Vijayawada,4,2,5,3,4,64,64,69
23A91A9002,Fatima Reddy,Ahmedabad,1,2,11,4,3,53,48,45
23A91A9003,Ravi Jani,Hyderabad,3,2,10,2,0,91,96,99
23A91A9004,Ravi Patel,Kolkata,4,1,7,4,0,91,95,93
23A91A9005,Ali Mishra,Mumbai,2,2,15,3,1,50,54,55
23A91A9006,Ravi Verma,Delhi,1,0,9,1,4,82,80,84
23A91A9007,Anil Patel,Vijayawada,3,0,1,1,0,86,86,85
23A91A9008,Kiran Choudhary,Ahmedabad,3,1,14,4,3,44,47,44
23A91A9009,Divya Desai,Pune,1,3,19,4,3,61,65,62
23A91A9010,Divya Mishra,Jaipur,4,3,9,2,4,65,67,72
23A91A9011,Sneha Verma,Pune,2,3,6,4,4,83,80,81
23A91A9012,Divya Joshi,Kolkata,1,0,12,4,2,63,61,58
23A91A9013,Ali Khan,Mumbai,4,2,1,0,1,83,78,80
23A91A9014,Ali Mishra,Pune,3,3,12,2,0,76,72,71
23A91A9015,Sneha Khan,Delhi,3,3,12,1,0,61,61,65
23A91A9016,Neha Reddy,Delhi,3,0,18,2,0,82,80,75
23A91A9017,Fatima Reddy,Delhi,2,3,9,4,1,40,38,40
23A91A9018,Neha Mishra,Chennai,1,3,8,2,2,86,86,85
23A91A9019,Sneha Choudhary,Mumbai,1,0,8,2,3,54,57,57
23A91A9020,Roshan Mishra,Kolkata,1,1,16,1,4,59,60,58
23A91A9021,Roshan Jani,Pune,4,3,19,0,2,58,53,48
23A91A9022,Kiran Verma,Kolkata,3,3,14,3,0,63,60,56
23A91A9023,Ravi Choudhary,Mumbai,1,0,15,4,0,49,47,45
23A91A9024,Roshan Jani,Kolkata,4,2,7,1,1,79,74,71
23A91A9025,Ali Jani,Ahmedabad,1,1,18,2,2,77,81,83
23A91A9026,Divya Jani,Chennai,3,3,19,4,1,75,78,73
23A91A9027,Ravi Sharma,Ahmedabad,4,0,15,0,0,59,60,55
23A91A9028,Ravi Mishra,Chennai,3,0,13,2,1,40,39,43
23A91A9029,Ravi Patel,Bangalore,2,3,7,1,3,72,74,70
23A91A9030,Ravi Choudhary,Bangalore,3,2,6,4,2,67,71,72
23A91A9031,Anil Joshi,Bangalore,1,0,1,0,4,73,75,72
23A91A9032,Ali Jani,Jaipur,3,2,15,0,4,73,78,80
23A91A9033,Kiran Sharma,Pune,1,0,18,2,1,85,81,81
23A91A9034,Anil Mishra,Jaipur,4,3,9,0,2,42,45,43
23A91A9035,Kiran Joshi,Jaipur,2,3,0,4,2,79,84,88
23A91A9036,Anil Mishra,Jaipur,3,2,12,1,1,77,77,79
23A91A9037,Ravi Reddy,Ahmedabad,2,2,20,3,0,74,75,75
23A91A9038,Fatima Joshi,Ahmedabad,1,2,12,2,1,68,70,73
23A91A9039,Anil Mishra,Vijayawada,4,1,18,2,3,75,78,74
23A91A9040,Anil Khan,Jaipur,3,0,6,2,1,48,43,41
23A91A9041,Rahul Khan,Jaipur,2,0,11,4,4,59,55,60
23A91A9042,Divya Choudhary,Ahmedabad,3,1,0,0,0,94,96,96
23A91A9043,Neha Reddy,Kolkata,1,1,15,1,0,75,76,71
23A91A9044,Divya Jani,Kolkata,1,0,18,2,4,88,85,86
23A91A9045,Divya Verma,Kolkata,4,1,10,4,1,88,93,96
23A91A9046,Roshan Joshi,Chennai,1,2,0,4,1,88,84,89
23A91A9047,Fatima Khan,Hyderabad,4,3,16,0,2,77,77,73
23A91A9048,Sneha Jani,Kolkata,1,1,1,3,0,72,71,70
23A91A9049,Neha Joshi,Jaipur,3,1,11,1,4,54,53,50
23A91A9050,Neha Patel,Hyderabad,1,0,2,4,1,46,46,45
23A91A9051,Divya Reddy,Mumbai,3,3,13,2,2,79,77,81
23A91A9052,Ravi Choudhary,Vijayawada,4,2,15,4,4,58,57,55
23A91A9053,Ravi Patel,Jaipur,4,0,2,0,2,86,90,95
23A91A9054,Neha Sharma,Ahmedabad,1,0,16,1,3,84,82,83
23A91A9055,Rahul Mishra,Mumbai,2,1,13,3,3,76,75,72
23A91A9056,Ravi Sharma,Chennai,1,0,4,3,3,83,80,78
23A91A9057,Fatima Jani,Bangalore,4,2,19,4,2,50,53,51
23A91A9058,Ravi Choudhary,Ahmedabad,3,1,12,3,3,85,82,86
23A91A9059,Neha Reddy,Bangalore,3,3,16,3,1,74,74,71
23A91A9060,Sneha Choudhary,Hyderabad,3,1,6,3,2,53,49,48
23A91A9061,Divya Jani,Vijayawada,2,2,17,2,2,44,41,38
23A91A9062,Divya Mishra,Delhi,4,2,0,4,1,86,89,86
23A91A9063,Anil Patel,Bangalore,4,0,6,3,3,65,60,59
23A91A9064,Neha Khan,Delhi,2,1,9,0,2,87,87,84
23A91A9065,Neha Reddy,Bangalore,2,2,6,0,3,73,76,76
23A91A9066,Neha Choudhary,Delhi,1,1,18,4,3,72,76,78
23A91A9067,Fatima Mishra,Kolkata,2,0,6,3,4,54,56,56
23A91A9068,Roshan Reddy,Chennai,3,0,1,1,0,88,88,86
23A91A9069,Rahul Mishra,Kolkata,3,1,5,0,1,55,51,50
23A91A9070,Fatima Jani,Jaipur,2,0,16,4,4,65,64,60
23A91A9071,Roshan Desai,Hyderabad,2,1,10,2,4,71,73,70
23A91A9072,Kiran Choudhary,Hyderabad,2,3,0,0,1,93,97,101
23A91A9073,Ravi Verma,Kolkata,1,2,4,2,3,71,69,64
23A91A9074,Ali Patel,Chennai,4,0,3,4,0,57,59,63
23A91A9075,Ravi Khan,Ahmedabad,2,2,2,2,0,79,74,78
23A91A9076,Sneha Choudhary,Chennai,2,3,3,3,4,53,52,57
23A91A9077,Ali Khan,Bangalore,1,0,1,0,1,41,45,49
23A91A9078,Neha Desai,Vijayawada,4,2,2,2,4,42,47,42
23A91A9079,Neha Sharma,Hyderabad,1,3,17,2,1,85,90,86
23A91A9080,Neha Verma,Kolkata,2,1,13,2,4,84,81,86
23A91A9081,Divya Choudhary,Ahmedabad,3,0,14,2,3,57,60,57
23A91A9082,Sneha Joshi,Pune,1,2,4,0,1,84,88,87
23A91A9083,Anil Sharma,Chennai,2,0,6,3,3,87,84,83
23A91A9084,Roshan Jani,Mumbai,3,3,6,4,2,60,61,64
23A91A9085,Ali Verma,Bangalore,4,3,6,1,1,95,94,98
23A91A9086,Divya Patel,Delhi,2,0,3,4,2,77,76,71
23A91A9087,Sneha Mishra,Ahmedabad,4,2,5,0,0,56,59,54
23A91A9088,Kiran Verma,Kolkata,4,2,16,0,2,68,66,62
23A91A9089,Divya Khan,Ahmedabad,4,3,11,3,1,76,71,66
23A91A9090,Rahul Choudhary,Jaipur,1,3,17,0,0,51,49,52
23A91A9091,Ravi Choudhary,Kolkata,1,3,18,2,3,69,68,64
23A91A9092,Ali Sharma,Delhi,1,3,3,3,1,94,93,97
23A91A9093,Anil Sharma,Hyderabad,2,0,16,1,2,80,78,76
23A91A9094,Divya Reddy,Pune,4,0,13,0,0,58,54,52
23A91A9095,Sneha Choudhary,Delhi,4,2,8,3,4,56,59,54
23A91A9096,Kiran Khan,Hyderabad,1,1,8,1,1,80,85,84
23A91A9097,Sneha Jani,Hyderabad,1,1,3,4,0,56,61,56
23A91A9098,Roshan Desai,Mumbai,1,2,9,1,2,42,41,44
23A91A9099,Neha Choudhary,Kolkata,3,1,15,4,0,43,47,45
23A91A9100,Kiran Joshi,Bangalore,2,0,4,4,0,85,84,85
23A91A9101,Fatima Desai,Hyderabad,4,0,13,3,4,63,60,56
23A91A9102,Rahul Joshi,Delhi,4,2,12,3,0,68,67,71
23A91A9103,Roshan Jani,Ahmedabad,4,1,18,3,0,44,39,40
23A91A9104,Neha Patel,Hyderabad,4,1,6,4,1,78,76,71
23A91A9105,Roshan Joshi,Vijayawada,1,0,6,4,3,63,68,67
23A91A9106,Kiran Khan,Kolkata,3,3,0,1,3,62,62,64
23A91A9107,Ali Jani,Ahmedabad,3,1,5,0,4,72,74,75
23A91A9108,Anil Verma,Delhi,3,3,12,1,2,62,60,65
23A91A9109,Fatima Reddy,Hyderabad,2,3,17,1,2,69,74,73
23A91A9110,Anil Mishra,Kolkata,1,1,17,4,4,78,82,82
23A91A9111,Anil Verma,Bangalore,3,0,13,4,4,91,92,90
23A91A9112,Neha Reddy,Jaipur,4,1,9,0,4,53,56,59
23A91A9113,Divya Mishra,Ahmedabad,1,0,7,4,2,85,87,87
23A91A9114,Ali Mishra,Kolkata,4,3,7,0,1,45,49,44
23A91A9115,Divya Verma,Bangalore,2,0,4,0,3,68,63,68
23A91A9116,Anil Reddy,Kolkata,3,3,3,1,2,49,46,43
23A91A9117,Divya Joshi,Jaipur,3,1,12,3,0,40,45,47
23A91A9118,Sneha Mishra,Hyderabad,3,0,14,0,3,88,93,89
23A91A9119,Anil Reddy,Vijayawada,3,1,18,4,0,51,55,58
23A91A9120,Neha Mishra,Bangalore,1,3,0,3,1,57,59,64
23A91A9121,Sneha Desai,Bangalore,1,1,16,3,4,83,88,88
23A91A9122,Ravi Patel,Hyderabad,2,3,0,1,1,47,50,45
23A91A9123,Neha Verma,Kolkata,1,3,3,2,3,45,50,52
23A91A9124,Fatima Desai,Jaipur,4,1,6,0,2,84,87,86
23A91A9125,Anil Desai,Kolkata,3,2,3,1,2,88,93,94
23A91A9126,Fatima Mishra,Pune,4,1,13,1,1,62,65,62
23A91A9127,Kiran Joshi,Bangalore,3,0,10,0,0,94,92,96
23A91A9128,Kiran Joshi,Pune,1,2,10,1,0,62,59,60
23A91A9129,Sneha Khan,Ahmedabad,2,2,0,2,1,69,65,66
23A91A9130,Ali Sharma,Pune,3,0,11,2,2,85,82,86
23A91A9131,Anil Desai,Chennai,1,2,5,3,4,58,59,61
23A91A9132,Ravi Choudhary,Ahmedabad,1,2,3,3,2,44,48,43
23A91A9133,Divya Joshi,Hyderabad,1,1,0,4,4,80,76,81
23A91A9134,Kiran Choudhary,Jaipur,3,1,14,4,2,79,75,75
23A91A9135,Rahul Patel,Hyderabad,3,0,11,2,1,84,85,89
23A91A9136,Rahul Desai,Jaipur,3,2,0,0,1,75,70,67
23A91A9137,Neha Khan,Delhi,2,1,12,0,3,71,72,75
23A91A9138,Ravi Choudhary,Bangalore,4,0,1,3,4,90,92,97
23A91A9139,Neha Jani,Bangalore,1,1,15,4,2,95,96,100
23A91A9140,Anil Reddy,Chennai,1,1,7,1,4,58,56,51
23A91A9141,Divya Khan,Hyderabad,2,0,17,1,3,57,60,59
23A91A9142,Rahul Desai,Hyderabad,2,0,19,4,0,68,67,69
23A91A9143,Fatima Reddy,Ahmedabad,3,1,9,2,2,50,46,49
23A91A9144,Kiran Choudhary,Bangalore,2,3,12,1,1,87,86,89
23A91A9145,Neha Jani,Ahmedabad,4,2,13,2,2,50,52,54
23A91A9146,Neha Jani,Mumbai,2,0,3,4,4,75,77,80
23A91A9147,Fatima Jani,Kolkata,4,1,19,4,4,70,74,75
23A91A9148,Ravi Desai,Chennai,2,1,14,4,2,51,46,49
23A91A9149,Rahul Patel,Mumbai,3,1,4,2,0,70,70,75
23A91A9150,Kiran Khan,Vijayawada,2,1,19,0,0,83,87,85
23A91A9151,Sneha Khan,Delhi,1,1,19,1,4,50,49,49
23A91A9152,Rahul Reddy,Bangalore,1,1,5,4,1,65,67,63
23A91A9153,Ravi Choudhary,Jaipur,1,2,3,0,4,80,77,80
23A91A9154,Ali Verma,Kolkata,3,2,15,4,3,49,51,49
23A91A9155,Fatima Joshi,Vijayawada,3,3,14,3,0,90,91,89
23A91A9156,Rahul Sharma,Chennai,2,3,10,2,4,80,83,88
23A91A9157,Ravi Choudhary,Ahmedabad,4,0,9,4,3,57,54,52
23A91A9158,Neha Choudhary,Jaipur,3,2,4,0,3,83,80,85
23A91A9159,Rahul Verma,Jaipur,2,0,2,1,4,60,63,59
23A91A9160,Sneha Reddy,Delhi,4,0,13,1,1,49,50,52
23A91A9161,Anil Reddy,Chennai,3,0,1,2,2,55,51,49
23A91A9162,Anil Mishra,Bangalore,4,2,0,0,1,64,68,70
23A91A9163,Roshan Joshi,Vijayawada,2,2,19,3,2,75,71,66
23A91A9164,Neha Jani,Mumbai,3,2,1,4,2,50,46,50
23A91A9165,Rahul Patel,Ahmedabad,4,1,2,2,3,50,45,47
23A91A9166,Roshan Sharma,Mumbai,3,1,12,0,1,68,65,65
23A91A9167,Kiran Joshi,Delhi,1,0,4,2,0,45,42,44
23A91A9168,Sneha Desai,Jaipur,3,1,18,0,2,42,43,46
23A91A9169,Roshan Sharma,Jaipur,1,3,13,4,4,47,42,46
23A91A9170,Fatima Desai,Vijayawada,2,2,4,4,2,86,88,89
23A91A9171,Anil Joshi,Mumbai,4,3,0,2,1,58,56,58
23A91A9172,Ravi Sharma,Hyderabad,3,0,12,3,1,41,44,42
23A91A9173,Ravi Sharma,Delhi,3,2,16,4,1,50,50,51
23A91A9174,Divya Choudhary,Vijayawada,3,0,20,1,4,45,41,44
23A91A9175,Kiran Choudhary,Kolkata,1,3,9,1,3,42,44,40
23A91A9176,Anil Choudhary,Vijayawada,3,2,6,4,2,76,75,72
23A91A9177,Rahul Desai,Kolkata,3,1,7,1,0,61,58,56
23A91A9178,Neha Jani,Ahmedabad,4,0,4,3,0,42,42,39
23A91A9179,Fatima Choudhary,Bangalore,1,3,3,3,3,51,51,49
23A91A9180,Kiran Sharma,Jaipur,1,3,7,1,3,50,45,47
23A91A9181,Divya Khan,Chennai,1,0,9,3,2,66,66,69
23A91A9182,Divya Sharma,Bangalore,1,1,16,2,3,77,73,75
23A91A9183,Roshan Reddy,Hyderabad,3,2,3,1,0,66,69,74
23A91A9184,Roshan Reddy,Jaipur,3,0,7,3,0,86,90,93
23A91A9185,Ali Mishra,Hyderabad,4,0,3,0,3,53,57,55
23A91A9186,Anil Khan,Delhi,1,1,4,4,4,75,72,68
23A91A9187,Fatima Choudhary,Jaipur,2,3,15,0,0,94,98,97
23A91A9188,Neha Sharma,Jaipur,1,1,14,4,3,73,77,72
23A91A9189,Divya Jani,Vijayawada,4,2,12,2,2,56,52,50
23A91A9190,Rahul Mishra,Bangalore,2,3,4,0,2,88,93,95
23A91A9191,Ravi Choudhary,Vijayawada,4,3,20,1,3,52,53,51
23A91A9192,Fatima Patel,Chennai,4,3,4,4,3,61,65,70
23A91A9193,Anil Mishra,Chennai,1,3,3,0,4,45,49,45
23A91A9194,Divya Choudhary,Bangalore,3,1,16,4,4,56,57,56
23A91A9195,Rahul Verma,Bangalore,4,3,14,3,4,68,70,75
23A91A9196,Ali Desai,Pune,2,3,9,4,0,80,76,76
23A91A9197,Ali Choudhary,Hyderabad,2,1,12,1,4,80,84,88
23A91A9198,Divya Joshi,Pune,1,0,0,0,0,78,80,76
23A91A9199,Fatima Reddy,Jaipur,3,0,9,4,3,89,86,84
23A91A9200,Anil Patel,Pune,4,1,12,2,1,78,82,80
23A91A9201,Sneha Joshi,Delhi,2,0,17,4,0,90,87,85
23A91A9202,Roshan Jani,Pune,1,3,1,4,3,54,58,63
23A91A9203,Kiran Jani,Bangalore,2,1,7,3,1,70,75,75
23A91A9204,Sneha Patel,Jaipur,4,2,9,0,3,89,93,89
23A91A9205,Neha Choudhary,Delhi,2,1,6,1,2,60,58,63
23A91A9206,Roshan Mishra,Ahmedabad,4,2,10,1,4,67,63,58
23A91A9207,Rahul Verma,Hyderabad,4,3,4,2,4,68,63,64
23A91A9208,Sneha Reddy,Hyderabad,4,2,14,3,4,70,68,69
23A91A9209,Ali Patel,Jaipur,4,0,5,1,1,92,89,85
23A91A9210,Rahul Joshi,Bangalore,2,1,17,1,4,53,54,56
23A91A9211,Ali Joshi,Pune,1,1,6,4,1,80,76,75
23A91A9212,Fatima Khan,Mumbai,1,2,0,4,0,56,53,53
23A91A9213,Kiran Mishra,Kolkata,1,1,20,3,2,53,57,59
23A91A9214,Ali Reddy,Ahmedabad,2,3,11,1,3,82,78,83
23A91A9215,Rahul Patel,Delhi,3,0,10,1,0,65,61,62
23A91A9216,Divya Patel,Kolkata,2,0,1,4,0,79,81,85
23A91A9217,Rahul Reddy,Hyderabad,1,2,10,2,1,95,94,98
23A91A9218,Fatima Patel,Delhi,3,1,16,1,4,53,52,47
23A91A9219,Fatima Verma,Mumbai,2,3,0,2,1,51,47,52
23A91A9220,Kiran Khan,Ahmedabad,2,3,8,2,3,54,58,55
23A91A9221,Rahul Joshi,Bangalore,2,1,14,3,4,42,39,35
23A91A9222,Neha Joshi,Hyderabad,2,1,17,4,1,66,62,64
23A91A9223,Kiran Patel,Hyderabad,2,1,13,1,4,41,45,46
23A91A9224,Ali Verma,Delhi,1,1,13,4,3,94,98,100
23A91A9225,Anil Reddy,Bangalore,1,0,12,1,0,76,78,83
23A91A9226,Kiran Choudhary,Delhi,4,3,20,0,0,47,50,49
23A91A9227,Sneha Sharma,Delhi,4,0,12,2,2,54,58,57
23A91A9228,Neha Desai,Delhi,3,0,15,4,3,85,86,89
23A91A9229,Ali Choudhary,Jaipur,4,1,2,3,2,92,91,92
23A91A9230,Kiran Verma,Delhi,4,0,16,1,4,75,70,74
23A91A9231,Divya Patel,Delhi,1,3,11,0,4,49,45,49
23A91A9232,Neha Desai,Pune,3,3,7,3,0,95,98,95
23A91A9233,Kiran Verma,Bangalore,4,3,14,0,3,67,66,65
23A91A9234,Roshan Choudhary,Delhi,1,2,0,2,3,49,49,50
23A91A9235,Sneha Patel,Hyderabad,1,1,2,1,1,40,43,39
23A91A9236,Rahul Choudhary,Kolkata,2,1,13,2,4,89,93,96
23A91A9237,Ravi Mishra,Hyderabad,1,1,10,0,1,87,88,83
23A91A9238,Rahul Choudhary,Delhi,3,0,18,2,0,45,46,43
23A91A9239,Ali Verma,Bangalore,1,2,6,4,3,81,86,88
23A91A9240,Sneha Mishra,Hyderabad,2,0,3,3,3,71,72,75
23A91A9241,Anil Desai,Delhi,3,0,7,4,4,76,80,82
23A91A9242,Neha Jani,Kolkata,4,0,14,0,4,47,47,46
23A91A9243,Rahul Reddy,Delhi,4,0,1,2,0,63,63,60
23A91A9244,Ravi Khan,Vijayawada,3,1,0,0,2,55,52,47
23A91A9245,Roshan Sharma,Bangalore,2,1,5,2,0,68,69,65
23A91A9246,Kiran Verma,Kolkata,1,3,15,1,2,54,50,54
23A91A9247,Ali Jani,Bangalore,2,3,4,4,0,73,70,66
23A91A9248,Rahul Joshi,Kolkata,4,0,15,2,0,75,74,77
23A91A9249,Ravi Joshi,Delhi,1,2,7,0,1,57,56,53
23A91A9250,Sneha Choudhary,Vijayawada,3,0,11,0,2,42,47,52
23A91A9251,Kiran Joshi,Delhi,4,1,18,4,2,40,40,43
